docname,topic,proportion
newsgroups:6606,007,0.664811
newsgroups:6606,002,0.335189
newsgroups:6641,007,1.0
newsgroups:6676,007,0.25677
newsgroups:6676,004,0.233007
newsgroups:6676,003,0.229127
newsgroups:6676,001,0.147176
newsgroups:6676,013,0.069659
newsgroups:6676,015,0.064261
newsgroups:6711,007,1.0
newsgroups:6746,004,0.352152
newsgroups:6746,000,0.181599
newsgroups:6746,002,0.128329
newsgroups:6746,001,0.117719
newsgroups:6746,007,0.081419
newsgroups:6746,003,0.080053
newsgroups:6746,015,0.058728
newsgroups:6781,010,1.0
newsgroups:6816,010,1.0
newsgroups:6851,000,0.494878
newsgroups:6851,001,0.311209
newsgroups:6851,002,0.193913
newsgroups:6886,004,0.380922
newsgroups:6886,007,0.315811
newsgroups:6886,002,0.118687
newsgroups:6886,001,0.117368
newsgroups:6886,000,0.053249
newsgroups:6886,003,0.013963
newsgroups:6921,011,1.0
newsgroups:6956,001,1.0
newsgroups:6991,018,1.0
newsgroups:7026,018,1.0
newsgroups:7061,014,1.0
newsgroups:7096,001,1.0
newsgroups:7131,001,1.0
newsgroups:7166,002,1.0
newsgroups:7201,004,1.0
newsgroups:7236,002,1.0
newsgroups:7271,008,0.189963
newsgroups:7271,009,0.171037
newsgroups:7271,001,0.128123
newsgroups:7271,014,0.127958
newsgroups:7271,013,0.119153
newsgroups:7271,019,0.083214
newsgroups:7271,004,0.052108
newsgroups:7271,017,0.047012
newsgroups:7271,000,0.02856
newsgroups:7271,003,0.027436
newsgroups:7306,014,1.0
newsgroups:7341,004,1.0
newsgroups:7376,002,1.0
newsgroups:7411,003,1.0
newsgroups:7446,002,1.0
newsgroups:7481,000,1.0
newsgroups:7516,001,0.337776
newsgroups:7516,000,0.280798
newsgroups:7516,007,0.264312
newsgroups:7516,002,0.117113
newsgroups:7551,014,1.0
newsgroups:7586,003,1.0
newsgroups:7621,002,1.0
newsgroups:7656,001,1.0
newsgroups:7691,003,1.0
newsgroups:7726,002,0.326254
newsgroups:7726,014,0.276267
newsgroups:7726,000,0.164967
newsgroups:7726,018,0.093745
newsgroups:7726,001,0.08471
newsgroups:7726,003,0.054057
newsgroups:7761,002,1.0
newsgroups:7796,003,1.0
newsgroups:7831,000,1.0
newsgroups:7866,011,1.0
newsgroups:7901,004,1.0
newsgroups:7936,000,0.494878
newsgroups:7936,001,0.311209
newsgroups:7936,002,0.193913
newsgroups:7971,000,1.0
newsgroups:8006,014,0.435193
newsgroups:8006,002,0.255258
newsgroups:8006,000,0.111805
newsgroups:8006,003,0.105586
newsgroups:8006,001,0.092159
newsgroups:8041,014,1.0
newsgroups:8076,014,1.0
newsgroups:8111,018,1.0
newsgroups:8146,002,1.0
newsgroups:8181,014,0.372346
newsgroups:8181,011,0.327253
newsgroups:8181,003,0.120639
newsgroups:8181,004,0.119295
newsgroups:8181,002,0.060467
newsgroups:8216,003,0.377133
newsgroups:8216,014,0.283629
newsgroups:8216,001,0.131288
newsgroups:8216,007,0.096778
newsgroups:8216,011,0.069965
newsgroups:8216,002,0.041207
newsgroups:8251,002,1.0
newsgroups:8286,001,0.309523
newsgroups:8286,014,0.252588
newsgroups:8286,002,0.190119
newsgroups:8286,000,0.170385
newsgroups:8286,003,0.056305
newsgroups:8286,005,0.02108
newsgroups:8321,003,1.0
newsgroups:8356,002,1.0
newsgroups:8391,002,1.0
newsgroups:8426,014,1.0
newsgroups:8461,003,0.285337
newsgroups:8461,014,0.241609
newsgroups:8461,002,0.182764
newsgroups:8461,011,0.118826
newsgroups:8461,005,0.076075
newsgroups:8461,001,0.063811
newsgroups:8461,012,0.031578
newsgroups:8496,011,1.0
newsgroups:8531,018,1.0
newsgroups:8566,003,1.0
newsgroups:8601,014,1.0
newsgroups:8636,014,0.484022
newsgroups:8636,003,0.261533
newsgroups:8636,002,0.254445
newsgroups:8671,019,1.0
newsgroups:8706,003,1.0
newsgroups:8741,007,0.434165
newsgroups:8741,003,0.194179
newsgroups:8741,002,0.190504
newsgroups:8741,000,0.137852
newsgroups:8741,006,0.0433
newsgroups:8776,003,1.0
newsgroups:8811,003,0.428565
newsgroups:8811,002,0.230228
newsgroups:8811,012,0.138685
newsgroups:8811,014,0.106519
newsgroups:8811,001,0.05632
newsgroups:8811,008,0.039683
newsgroups:8846,011,1.0
newsgroups:8881,014,0.452262
newsgroups:8881,002,0.278401
newsgroups:8881,000,0.168341
newsgroups:8881,003,0.100996
newsgroups:8916,007,1.0
newsgroups:8951,014,1.0
newsgroups:8986,014,1.0
newsgroups:9021,002,1.0
newsgroups:9056,002,0.422443
newsgroups:9056,012,0.240466
newsgroups:9056,000,0.120997
newsgroups:9056,011,0.101078
newsgroups:9056,005,0.082888
newsgroups:9056,016,0.032128
newsgroups:9091,002,1.0
newsgroups:9126,002,0.764621
newsgroups:9126,003,0.135278
newsgroups:9126,011,0.067688
newsgroups:9126,001,0.032413
newsgroups:9161,002,1.0
newsgroups:9196,004,1.0
newsgroups:9231,002,1.0
newsgroups:9266,002,1.0
newsgroups:9301,002,1.0
newsgroups:9336,002,0.491395
newsgroups:9336,005,0.16928
newsgroups:9336,012,0.153487
newsgroups:9336,015,0.123833
newsgroups:9336,004,0.062006
newsgroups:9371,002,1.0
newsgroups:9406,003,0.362148
newsgroups:9406,012,0.267748
newsgroups:9406,002,0.226731
newsgroups:9406,015,0.143373
newsgroups:9441,005,1.0
newsgroups:9476,002,1.0
newsgroups:9511,015,1.0
newsgroups:9546,015,1.0
newsgroups:9581,002,1.0
newsgroups:9616,008,1.0
newsgroups:9651,002,1.0
newsgroups:9686,015,1.0
newsgroups:9721,002,0.521441
newsgroups:9721,015,0.32935
newsgroups:9721,000,0.105581
newsgroups:9721,003,0.043628
newsgroups:9756,002,0.413561
newsgroups:9756,015,0.381139
newsgroups:9756,004,0.2053
newsgroups:9791,002,1.0
newsgroups:9826,015,1.0
newsgroups:9861,002,1.0
newsgroups:9896,003,1.0
newsgroups:9931,002,0.661144
newsgroups:9931,015,0.338856
newsgroups:9966,004,1.0
newsgroups:10001,002,1.0
newsgroups:10036,015,1.0
newsgroups:10071,002,1.0
newsgroups:10106,015,0.521255
newsgroups:10106,002,0.243286
newsgroups:10106,000,0.235459
newsgroups:10141,002,1.0
newsgroups:10176,002,0.441163
newsgroups:10176,015,0.203813
newsgroups:10176,000,0.180265
newsgroups:10176,005,0.17476
newsgroups:10211,015,1.0
newsgroups:10246,002,1.0
newsgroups:10281,015,1.0
newsgroups:10316,002,0.519366
newsgroups:10316,015,0.266375
newsgroups:10316,001,0.214259
newsgroups:10351,002,0.616524
newsgroups:10351,000,0.252912
newsgroups:10351,003,0.130565
newsgroups:10386,001,1.0
newsgroups:10421,002,0.46531
newsgroups:10421,015,0.245683
newsgroups:10421,003,0.134525
newsgroups:10421,000,0.083516
newsgroups:10421,004,0.049899
newsgroups:10421,005,0.021066
newsgroups:10456,002,0.553064
newsgroups:10456,015,0.446936
newsgroups:10491,002,1.0
newsgroups:10526,015,0.552164
newsgroups:10526,002,0.447836
newsgroups:10561,019,1.0
newsgroups:10596,002,1.0
newsgroups:10631,015,0.732079
newsgroups:10631,002,0.267921
newsgroups:10666,015,0.607062
newsgroups:10666,002,0.370161
newsgroups:10666,003,0.022778
newsgroups:10701,015,1.0
newsgroups:10736,002,1.0
newsgroups:10771,015,0.532627
newsgroups:10771,002,0.297385
newsgroups:10771,001,0.169988
newsgroups:10806,015,1.0
newsgroups:10841,002,1.0
newsgroups:10876,015,0.330339
newsgroups:10876,002,0.220464
newsgroups:10876,003,0.195586
newsgroups:10876,006,0.162582
newsgroups:10876,000,0.091029
newsgroups:10911,015,1.0
newsgroups:10946,015,0.48145
newsgroups:10946,002,0.294673
newsgroups:10946,000,0.130857
newsgroups:10946,001,0.070869
newsgroups:10946,003,0.022151
newsgroups:10981,003,1.0
newsgroups:11016,000,1.0
newsgroups:11051,000,0.386527
newsgroups:11051,017,0.357043
newsgroups:11051,003,0.108377
newsgroups:11051,002,0.058926
newsgroups:11051,001,0.057128
newsgroups:11051,004,0.032
newsgroups:11086,000,0.494878
newsgroups:11086,001,0.311209
newsgroups:11086,002,0.193913
newsgroups:11121,000,0.640239
newsgroups:11121,001,0.231117
newsgroups:11121,002,0.079147
newsgroups:11121,012,0.049498
newsgroups:11156,019,1.0
newsgroups:11191,017,0.571689
newsgroups:11191,001,0.110559
newsgroups:11191,003,0.109123
newsgroups:11191,012,0.074535
newsgroups:11191,000,0.071571
newsgroups:11191,002,0.0411
newsgroups:11191,016,0.021423
newsgroups:11226,001,1.0
newsgroups:11261,001,0.220854
newsgroups:11261,017,0.210675
newsgroups:11261,000,0.182694
newsgroups:11261,008,0.138536
newsgroups:11261,003,0.127613
newsgroups:11261,011,0.108303
newsgroups:11261,005,0.011324
newsgroups:11296,001,1.0
newsgroups:11331,005,1.0
newsgroups:11366,017,0.422853
newsgroups:11366,000,0.245448
newsgroups:11366,001,0.161219
newsgroups:11366,012,0.127696
newsgroups:11366,003,0.034672
newsgroups:11366,002,0.008111
newsgroups:11401,003,0.512389
newsgroups:11401,004,0.238143
newsgroups:11401,017,0.104359
newsgroups:11401,012,0.090302
newsgroups:11401,002,0.054807
newsgroups:11436,000,0.639098
newsgroups:11436,006,0.102137
newsgroups:11436,002,0.093089
newsgroups:11436,005,0.062434
newsgroups:11436,001,0.050348
newsgroups:11436,016,0.026874
newsgroups:11436,003,0.02602
newsgroups:11471,000,1.0
newsgroups:11498,017,0.531721
newsgroups:11498,002,0.260527
newsgroups:11498,019,0.114101
newsgroups:11498,000,0.09365
newsgroups:11533,000,1.0
newsgroups:11568,000,0.489132
newsgroups:11568,007,0.207474
newsgroups:11568,003,0.190549
newsgroups:11568,002,0.112846
newsgroups:11603,000,0.640241
newsgroups:11603,017,0.223907
newsgroups:11603,002,0.135853
newsgroups:11638,000,0.409132
newsgroups:11638,005,0.142339
newsgroups:11638,006,0.132503
newsgroups:11638,003,0.119011
newsgroups:11638,001,0.107514
newsgroups:11638,002,0.089501
newsgroups:11673,008,1.0
newsgroups:11708,017,1.0
newsgroups:11743,001,1.0
newsgroups:11778,017,1.0
newsgroups:11813,012,1.0
newsgroups:11848,000,1.0
newsgroups:11883,003,1.0
newsgroups:11918,004,1.0
newsgroups:11953,012,1.0
newsgroups:11988,017,1.0
newsgroups:12023,018,0.338966
newsgroups:12023,013,0.334578
newsgroups:12023,000,0.129864
newsgroups:12023,004,0.128437
newsgroups:12023,017,0.068156
newsgroups:12058,016,1.0
newsgroups:12093,001,1.0
newsgroups:12128,001,1.0
newsgroups:12163,003,1.0
newsgroups:12198,008,1.0
newsgroups:12233,000,0.494878
newsgroups:12233,001,0.311209
newsgroups:12233,002,0.193913
newsgroups:12268,016,1.0
newsgroups:12303,011,1.0
newsgroups:12338,001,1.0
newsgroups:12373,003,1.0
newsgroups:12408,001,0.345478
newsgroups:12408,011,0.279888
newsgroups:12408,002,0.237663
newsgroups:12408,003,0.136971
newsgroups:12443,002,1.0
newsgroups:12478,010,1.0
newsgroups:12513,002,1.0
newsgroups:12548,001,1.0
newsgroups:12583,001,0.328642
newsgroups:12583,004,0.206408
newsgroups:12583,007,0.193077
newsgroups:12583,009,0.126119
newsgroups:12583,018,0.094896
newsgroups:12583,003,0.050858
newsgroups:12618,001,0.354441
newsgroups:12618,012,0.188927
newsgroups:12618,014,0.157326
newsgroups:12618,003,0.151275
newsgroups:12618,002,0.085844
newsgroups:12618,000,0.062186
newsgroups:12653,000,0.494878
newsgroups:12653,001,0.311209
newsgroups:12653,002,0.193913
newsgroups:12688,003,0.305751
newsgroups:12688,011,0.252599
newsgroups:12688,012,0.161063
newsgroups:12688,019,0.135873
newsgroups:12688,004,0.055292
newsgroups:12688,017,0.049711
newsgroups:12688,002,0.039712
newsgroups:12723,019,1.0
newsgroups:12758,001,1.0
newsgroups:12793,000,1.0
newsgroups:12828,001,1.0
newsgroups:12863,004,1.0
newsgroups:12898,001,1.0
newsgroups:12933,019,1.0
newsgroups:12968,004,1.0
newsgroups:13003,000,1.0
newsgroups:13038,011,1.0
newsgroups:13073,000,1.0
newsgroups:13108,002,1.0
newsgroups:13143,002,1.0
newsgroups:13178,001,0.436485
newsgroups:13178,003,0.25844
newsgroups:13178,000,0.256753
newsgroups:13178,002,0.048322
newsgroups:13213,006,1.0
newsgroups:13248,006,1.0
newsgroups:13283,001,0.447565
newsgroups:13283,002,0.157833
newsgroups:13283,004,0.116472
newsgroups:13283,003,0.085739
newsgroups:13283,000,0.062169
newsgroups:13283,017,0.049773
newsgroups:13283,006,0.025884
newsgroups:13283,016,0.020157
newsgroups:13283,005,0.017544
newsgroups:13283,007,0.016863
newsgroups:13318,002,0.423992
newsgroups:13318,006,0.292617
newsgroups:13318,003,0.191866
newsgroups:13318,000,0.091526
newsgroups:13353,003,1.0
newsgroups:13388,000,1.0
newsgroups:13423,001,1.0
newsgroups:13458,002,1.0
newsgroups:13493,001,1.0
newsgroups:13528,001,0.358942
newsgroups:13528,000,0.211407
newsgroups:13528,002,0.150749
newsgroups:13528,006,0.128753
newsgroups:13528,005,0.056068
newsgroups:13528,012,0.041626
newsgroups:13528,003,0.04048
newsgroups:13528,004,0.011974
newsgroups:13563,000,1.0
newsgroups:13598,002,1.0
newsgroups:13633,001,1.0
newsgroups:13668,001,0.443453
newsgroups:13668,002,0.190232
newsgroups:13668,005,0.146537
newsgroups:13668,003,0.129091
newsgroups:13668,000,0.052065
newsgroups:13668,008,0.038623
newsgroups:13703,003,1.0
newsgroups:13738,002,1.0
newsgroups:13773,001,1.0
newsgroups:13808,007,1.0
newsgroups:13843,001,1.0
newsgroups:13878,016,0.252352
newsgroups:13878,000,0.207317
newsgroups:13878,002,0.163679
newsgroups:13878,001,0.147561
newsgroups:13878,003,0.127892
newsgroups:13878,011,0.101199
newsgroups:13913,001,1.0
newsgroups:13948,001,0.524632
newsgroups:13948,000,0.239373
newsgroups:13948,003,0.235996
newsgroups:13983,000,0.433861
newsgroups:13983,003,0.324189
newsgroups:13983,002,0.24195
newsgroups:14018,001,1.0
newsgroups:14053,002,1.0
newsgroups:14088,002,1.0
newsgroups:14123,002,1.0
newsgroups:14158,000,0.497778
newsgroups:14158,002,0.310761
newsgroups:14158,016,0.120156
newsgroups:14158,005,0.071305
newsgroups:14193,001,0.408011
newsgroups:14193,003,0.223494
newsgroups:14193,002,0.190601
newsgroups:14193,004,0.11539
newsgroups:14193,000,0.052008
newsgroups:14193,012,0.006123
newsgroups:14193,017,0.004374
newsgroups:14228,000,0.554013
newsgroups:14228,002,0.1991
newsgroups:14228,001,0.157648
newsgroups:14228,003,0.054644
newsgroups:14228,017,0.034595
newsgroups:14263,004,1.0
newsgroups:14298,001,0.573396
newsgroups:14298,002,0.250546
newsgroups:14298,003,0.176058
newsgroups:14333,002,1.0
newsgroups:14368,006,1.0
newsgroups:14403,001,1.0
newsgroups:14438,002,0.525636
newsgroups:14438,001,0.331569
newsgroups:14438,003,0.142795
newsgroups:14473,001,0.367766
newsgroups:14473,002,0.229519
newsgroups:14473,014,0.132361
newsgroups:14473,003,0.110669
newsgroups:14473,000,0.090472
newsgroups:14473,007,0.069214
newsgroups:14508,001,1.0
newsgroups:14543,002,1.0
newsgroups:14578,001,0.450097
newsgroups:14578,002,0.279336
newsgroups:14578,004,0.135527
newsgroups:14578,003,0.069661
newsgroups:14578,000,0.065379
newsgroups:14613,003,1.0
newsgroups:14648,001,1.0
newsgroups:14683,001,1.0
newsgroups:14718,000,0.203646
newsgroups:14718,001,0.186084
newsgroups:14718,006,0.175818
newsgroups:14718,019,0.156687
newsgroups:14718,002,0.150166
newsgroups:14718,017,0.127599
newsgroups:14753,003,1.0
newsgroups:14788,003,1.0
newsgroups:14823,001,0.504798
newsgroups:14823,008,0.155941
newsgroups:14823,003,0.092019
newsgroups:14823,002,0.069452
newsgroups:14823,004,0.06567
newsgroups:14823,000,0.061411
newsgroups:14823,006,0.029348
newsgroups:14823,011,0.013684
newsgroups:14823,017,0.007677
newsgroups:14858,000,0.463506
newsgroups:14858,002,0.445034
newsgroups:14858,005,0.091459
newsgroups:14893,000,1.0
newsgroups:14928,019,1.0
newsgroups:14963,001,1.0
newsgroups:14998,002,0.439543
newsgroups:14998,000,0.22874
newsgroups:14998,001,0.228294
newsgroups:14998,012,0.103423
newsgroups:15033,005,1.0
newsgroups:15068,005,0.59174
newsgroups:15068,000,0.206419
newsgroups:15068,003,0.20184
newsgroups:15103,005,1.0
newsgroups:15138,005,0.539639
newsgroups:15138,006,0.281655
newsgroups:15138,002,0.059976
newsgroups:15138,001,0.058905
newsgroups:15138,000,0.040998
newsgroups:15138,003,0.018829
newsgroups:15173,002,1.0
newsgroups:15208,006,1.0
newsgroups:15243,005,0.334854
newsgroups:15243,001,0.309547
newsgroups:15243,000,0.184413
newsgroups:15243,016,0.171186
newsgroups:15278,005,0.54525
newsgroups:15278,000,0.226943
newsgroups:15278,002,0.121121
newsgroups:15278,003,0.058206
newsgroups:15278,016,0.04848
newsgroups:15313,006,1.0
newsgroups:15348,008,1.0
newsgroups:15383,005,0.785088
newsgroups:15383,001,0.12595
newsgroups:15383,000,0.062281
newsgroups:15383,003,0.026681
newsgroups:15418,005,1.0
newsgroups:15453,005,0.549295
newsgroups:15453,016,0.130164
newsgroups:15453,002,0.113915
newsgroups:15453,006,0.111614
newsgroups:15453,000,0.095012
newsgroups:15488,005,0.610299
newsgroups:15488,000,0.223493
newsgroups:15488,006,0.103019
newsgroups:15488,003,0.063189
newsgroups:15523,005,0.504127
newsgroups:15523,006,0.299139
newsgroups:15523,002,0.116495
newsgroups:15523,004,0.056624
newsgroups:15523,000,0.023616
newsgroups:15558,005,1.0
newsgroups:15593,005,0.583144
newsgroups:15593,000,0.36208
newsgroups:15593,001,0.054776
newsgroups:15628,004,1.0
newsgroups:15663,005,1.0
newsgroups:15698,005,0.583257
newsgroups:15698,002,0.192553
newsgroups:15698,000,0.085108
newsgroups:15698,003,0.06408
newsgroups:15698,006,0.059532
newsgroups:15698,007,0.01547
newsgroups:15733,000,0.508687
newsgroups:15733,005,0.491313
newsgroups:15768,005,1.0
newsgroups:15803,005,1.0
newsgroups:15838,001,1.0
newsgroups:15873,002,1.0
newsgroups:15908,005,1.0
newsgroups:15943,002,0.253354
newsgroups:15943,006,0.213072
newsgroups:15943,019,0.143576
newsgroups:15943,008,0.123511
newsgroups:15943,000,0.104401
newsgroups:15943,003,0.08303
newsgroups:15943,014,0.079056
newsgroups:15978,005,0.563679
newsgroups:15978,000,0.225143
newsgroups:15978,006,0.211178
newsgroups:16013,001,1.0
newsgroups:16048,000,0.583047
newsgroups:16048,003,0.265921
newsgroups:16048,002,0.08135
newsgroups:16048,005,0.069682
newsgroups:16083,000,1.0
newsgroups:16118,000,1.0
newsgroups:16153,002,1.0
newsgroups:16188,000,1.0
newsgroups:16223,000,1.0
newsgroups:16258,005,1.0
newsgroups:16293,000,0.619185
newsgroups:16293,001,0.15164
newsgroups:16293,012,0.145286
newsgroups:16293,005,0.076761
newsgroups:16293,003,0.007128
newsgroups:16328,014,1.0
newsgroups:16363,003,1.0
newsgroups:16398,000,1.0
newsgroups:16433,000,0.510121
newsgroups:16433,005,0.291797
newsgroups:16433,003,0.134037
newsgroups:16433,002,0.064045
newsgroups:16468,002,1.0
newsgroups:16503,000,1.0
newsgroups:16538,000,1.0
newsgroups:16573,000,1.0
newsgroups:16608,000,0.419039
newsgroups:16608,008,0.142118
newsgroups:16608,002,0.128388
newsgroups:16608,014,0.085296
newsgroups:16608,012,0.081674
newsgroups:16608,016,0.059455
newsgroups:16608,005,0.040249
newsgroups:16608,003,0.032981
newsgroups:16608,010,0.0108
newsgroups:16643,005,0.474065
newsgroups:16643,000,0.373329
newsgroups:16643,001,0.076316
newsgroups:16643,008,0.056579
newsgroups:16643,002,0.019711
newsgroups:16678,000,1.0
newsgroups:16713,000,1.0
newsgroups:16748,004,1.0
newsgroups:16783,000,1.0
newsgroups:16818,000,1.0
newsgroups:16853,000,1.0
newsgroups:16888,000,0.822562
newsgroups:16888,002,0.099082
newsgroups:16888,001,0.078356
newsgroups:16923,012,1.0
newsgroups:16958,002,1.0
newsgroups:16993,008,1.0
newsgroups:17028,000,1.0
newsgroups:17063,000,1.0
newsgroups:17098,000,0.460515
newsgroups:17098,002,0.180419
newsgroups:17098,014,0.102051
newsgroups:17098,001,0.093239
newsgroups:17098,019,0.050833
newsgroups:17098,003,0.042689
newsgroups:17098,012,0.030216
newsgroups:17098,005,0.025833
newsgroups:17098,016,0.014204
newsgroups:17133,002,0.309859
newsgroups:17133,000,0.277643
newsgroups:17133,003,0.101145
newsgroups:17133,005,0.095554
newsgroups:17133,008,0.078103
newsgroups:17133,001,0.074628
newsgroups:17133,012,0.063068
newsgroups:17168,005,1.0
newsgroups:17203,005,1.0
newsgroups:17238,000,1.0
newsgroups:17273,000,0.740143
newsgroups:17273,005,0.259858
newsgroups:17308,000,1.0
newsgroups:17343,009,1.0
newsgroups:17378,008,1.0
newsgroups:17413,008,0.476253
newsgroups:17413,000,0.341331
newsgroups:17413,019,0.166218
newsgroups:17413,001,0.016198
newsgroups:17448,002,1.0
newsgroups:17483,002,1.0
newsgroups:17518,000,0.697669
newsgroups:17518,005,0.132337
newsgroups:17518,002,0.087697
newsgroups:17518,003,0.082296
newsgroups:17553,016,1.0
newsgroups:17588,001,1.0
newsgroups:17623,002,1.0
newsgroups:17658,000,1.0
newsgroups:17693,000,0.835592
newsgroups:17693,005,0.164408
newsgroups:17728,000,1.0
newsgroups:17763,000,1.0
newsgroups:17798,000,0.698648
newsgroups:17798,011,0.123293
newsgroups:17798,001,0.074227
newsgroups:17798,003,0.059442
newsgroups:17798,002,0.044389
newsgroups:17833,002,1.0
newsgroups:17868,004,1.0
newsgroups:17903,000,0.682902
newsgroups:17903,002,0.207648
newsgroups:17903,005,0.054992
newsgroups:17903,003,0.054458
newsgroups:17938,000,0.616024
newsgroups:17938,005,0.105039
newsgroups:17938,002,0.096552
newsgroups:17938,001,0.047396
newsgroups:17938,008,0.039514
newsgroups:17938,016,0.033465
newsgroups:17938,006,0.028998
newsgroups:17938,003,0.022877
newsgroups:17938,011,0.010136
newsgroups:17973,005,1.0
newsgroups:18008,000,0.509856
newsgroups:18008,005,0.312181
newsgroups:18008,004,0.177963
newsgroups:18043,002,1.0
newsgroups:18078,000,1.0
newsgroups:18113,005,1.0
newsgroups:18148,003,1.0
newsgroups:18183,000,0.583763
newsgroups:18183,012,0.416237
newsgroups:18218,000,0.3951
newsgroups:18218,002,0.208758
newsgroups:18218,012,0.110546
newsgroups:18218,016,0.076294
newsgroups:18218,003,0.067228
newsgroups:18218,008,0.059532
newsgroups:18218,005,0.047066
newsgroups:18218,006,0.019826
newsgroups:18218,001,0.01565
newsgroups:18253,000,0.323534
newsgroups:18253,005,0.287288
newsgroups:18253,016,0.104275
newsgroups:18253,001,0.103414
newsgroups:18253,012,0.066611
newsgroups:18253,008,0.062449
newsgroups:18253,002,0.052428
newsgroups:18288,005,1.0
newsgroups:18323,003,1.0
newsgroups:18358,002,0.380335
newsgroups:18358,000,0.344067
newsgroups:18358,001,0.199073
newsgroups:18358,008,0.076525
newsgroups:18393,002,1.0
newsgroups:18428,002,1.0
newsgroups:18463,000,1.0
newsgroups:18498,002,1.0
newsgroups:18533,005,1.0
newsgroups:18568,005,0.603711
newsgroups:18568,000,0.274213
newsgroups:18568,002,0.122076
newsgroups:18603,001,1.0
newsgroups:18638,001,1.0
newsgroups:18673,002,1.0
newsgroups:18708,000,1.0
newsgroups:18743,001,1.0
newsgroups:18778,000,0.381098
newsgroups:18778,002,0.208522
newsgroups:18778,007,0.156647
newsgroups:18778,012,0.115929
newsgroups:18778,001,0.068169
newsgroups:18778,005,0.046495
newsgroups:18778,004,0.023141
newsgroups:18813,000,0.517982
newsgroups:18813,002,0.171067
newsgroups:18813,017,0.127941
newsgroups:18813,001,0.107634
newsgroups:18813,003,0.037393
newsgroups:18813,010,0.023309
newsgroups:18813,004,0.014674
newsgroups:18848,002,1.0
newsgroups:18883,000,0.422339
newsgroups:18883,002,0.333747
newsgroups:18883,004,0.128593
newsgroups:18883,011,0.056674
newsgroups:18883,017,0.030718
newsgroups:18883,016,0.027929
newsgroups:18918,000,0.765277
newsgroups:18918,003,0.127858
newsgroups:18918,005,0.106866
newsgroups:18953,000,0.360323
newsgroups:18953,001,0.287733
newsgroups:18953,008,0.21669
newsgroups:18953,002,0.13525
newsgroups:18988,002,1.0
newsgroups:19023,002,1.0
newsgroups:19058,005,1.0
newsgroups:19093,005,1.0
newsgroups:19128,005,1.0
newsgroups:19163,003,0.257945
newsgroups:19163,006,0.223482
newsgroups:19163,000,0.217083
newsgroups:19163,016,0.187587
newsgroups:19163,002,0.113903
newsgroups:19198,005,1.0
newsgroups:19233,005,1.0
newsgroups:19268,000,0.553429
newsgroups:19268,005,0.284369
newsgroups:19268,001,0.141593
newsgroups:19268,004,0.02061
newsgroups:19303,008,1.0
newsgroups:19338,005,1.0
newsgroups:19373,005,1.0
newsgroups:19408,005,0.548838
newsgroups:19408,000,0.451162
newsgroups:19443,000,0.599268
newsgroups:19443,005,0.144868
newsgroups:19443,002,0.094089
newsgroups:19443,008,0.084994
newsgroups:19443,001,0.076781
newsgroups:19478,005,0.614033
newsgroups:19478,000,0.211394
newsgroups:19478,002,0.174572
newsgroups:19513,000,0.418529
newsgroups:19513,005,0.395981
newsgroups:19513,008,0.108666
newsgroups:19513,016,0.052667
newsgroups:19513,002,0.024156
newsgroups:19548,002,1.0
newsgroups:19583,016,1.0
newsgroups:19618,012,1.0
newsgroups:19653,005,0.66236
newsgroups:19653,000,0.144043
newsgroups:19653,001,0.087948
newsgroups:19653,003,0.061323
newsgroups:19653,002,0.044325
newsgroups:19688,005,0.47614
newsgroups:19688,000,0.240964
newsgroups:19688,002,0.154723
newsgroups:19688,006,0.045138
newsgroups:19688,001,0.044717
newsgroups:19688,003,0.038317
newsgroups:19723,005,0.55204
newsgroups:19723,002,0.35967
newsgroups:19723,001,0.088291
newsgroups:19758,000,0.635222
newsgroups:19758,005,0.173051
newsgroups:19758,001,0.093974
newsgroups:19758,002,0.064711
newsgroups:19758,003,0.033042
newsgroups:19793,005,1.0
newsgroups:19828,005,1.0
newsgroups:19863,002,1.0
newsgroups:19898,006,0.431565
newsgroups:19898,005,0.428765
newsgroups:19898,001,0.072963
newsgroups:19898,000,0.066708
newsgroups:19933,005,0.325941
newsgroups:19933,001,0.285284
newsgroups:19933,000,0.255342
newsgroups:19933,016,0.133432
newsgroups:19968,000,1.0
newsgroups:21,012,1.0
newsgroups:56,002,1.0
newsgroups:91,005,0.686099
newsgroups:91,000,0.313901
newsgroups:126,000,0.454823
newsgroups:126,004,0.348739
newsgroups:126,005,0.196438
newsgroups:161,005,0.524109
newsgroups:161,000,0.230012
newsgroups:161,001,0.100674
newsgroups:161,002,0.073968
newsgroups:161,016,0.071237
newsgroups:196,005,1.0
newsgroups:231,008,1.0
newsgroups:266,005,0.465866
newsgroups:266,000,0.243576
newsgroups:266,001,0.100799
newsgroups:266,002,0.082691
newsgroups:266,016,0.072352
newsgroups:266,003,0.034715
newsgroups:301,005,1.0
newsgroups:336,006,0.617649
newsgroups:336,001,0.26528
newsgroups:336,000,0.117071
newsgroups:371,000,1.0
newsgroups:406,005,1.0
newsgroups:441,005,1.0
newsgroups:476,000,1.0
newsgroups:511,002,1.0
newsgroups:546,005,1.0
newsgroups:581,005,1.0
newsgroups:616,005,1.0
newsgroups:651,001,0.372099
newsgroups:651,005,0.289074
newsgroups:651,002,0.155046
newsgroups:651,006,0.098504
newsgroups:651,003,0.085277
newsgroups:686,002,0.363792
newsgroups:686,001,0.359132
